# Program:featureCounts v2.0.3; Command:"/home/reedkm/shared/RIS_Projects/Software/subread-2.0.3-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "1" "-T" "12" "-F" "SAF" "-a" "/home/reedkm/shared/RIS_Projects/Reed_Project_016/miRNA_Expression/Turkey_miRNAs_NewGenome.saf" "-M" "-O" "-o" "/home/reedkm/shared/RIS_Projects/Reed_Project_016/miRNA_Expression/Counts/miRNA_Expression.bt.NewGenome.txt" "NCT_48_38_33_101_smRNA_S34" "NCT_48_38_33_102_smRNA_S35" "NCT_48_38_38_61_smRNA_S45" "NCT_48_38_38_62_smRNA_S46" "NCT_48_38_38_R_smRNA_S37" "NCT_48_38_43_51_smRNA_S32" "NCT_48_38_43_52_smRNA_S33" "NCT_72_33_32_smRNA_S31" "NCT_72_33_53_smRNA_S44" "NCT_72_38_71_smRNA_S47" "NCT_72_38_73_smRNA_S48" "NCT_72_38_R_smRNA_S36" "NCT_72_43_21_smRNA_S29" "NCT_72_43_22_smRNA_S30" "RBC2_48_38_33_101_smRNA_S27" "RBC2_48_38_33_102_smRNA_S28" "RBC2_48_38_38_12_smRNA_S38" "RBC2_48_38_38_14_smRNA_S39" "RBC2_48_38_43_22_smRNA_S40" "RBC2_48_38_43_24_smRNA_S41" "RBC2_72_38_11_smRNA_S25" "RBC2_72_38_12_smRNA_S26" "RBC2_72_43_41_smRNA_S42" "RBC2_72_43_42_smRNA_S43" 
Geneid	Chr	Start	End	Strand	Length	NCT_48_38_33_101_smRNA_S34	NCT_48_38_33_102_smRNA_S35	NCT_48_38_38_61_smRNA_S45	NCT_48_38_38_62_smRNA_S46	NCT_48_38_38_R_smRNA_S37	NCT_48_38_43_51_smRNA_S32	NCT_48_38_43_52_smRNA_S33	NCT_72_33_32_smRNA_S31	NCT_72_33_53_smRNA_S44	NCT_72_38_71_smRNA_S47	NCT_72_38_73_smRNA_S48	NCT_72_38_R_smRNA_S36	NCT_72_43_21_smRNA_S29	NCT_72_43_22_smRNA_S30	RBC2_48_38_33_101_smRNA_S27	RBC2_48_38_33_102_smRNA_S28	RBC2_48_38_38_12_smRNA_S38	RBC2_48_38_38_14_smRNA_S39	RBC2_48_38_43_22_smRNA_S40	RBC2_48_38_43_24_smRNA_S41	RBC2_72_38_11_smRNA_S25	RBC2_72_38_12_smRNA_S26	RBC2_72_43_41_smRNA_S42	RBC2_72_43_42_smRNA_S43
novel:OW982296.1_20196	OW982296.1	54466821	54466900	-	80	2	0	1	2	0	0	0	37	12	3	1	0	1	4	0	0	2	1	5	2	15	17	6	2
novel:OW982296.1_20257	OW982296.1	55963741	55963803	-	63	12	9	9	8	8	20	35	2	8	11	8	11	30	23	12	8	9	22	38	26	7	11	30	36
novel:OW982296.1_20301	OW982296.1	57261329	57261369	-	41	1	0	0	1	0	0	0	0	1	1	2	0	0	1	0	2	0	1	0	0	2	2	2	2
known:OW982296.1_20355	OW982296.1	57990427	57990483	-	57	6	4	15	10	0	24	23	5	13	27	17	0	39	38	5	3	24	19	29	28	13	18	29	30
known:OW982296.1_20356	OW982296.1	57990462	57990511	-	50	6	4	15	9	0	5	18	6	11	20	11	0	29	30	3	3	18	16	24	19	10	16	24	23
novel:OW982297.1_21579	OW982297.1	278114	278172	-	59	3	7	1	5	0	2	2	14	29	17	11	0	1	2	0	4	2	5	3	1	9	15	6	3
known:OW982297.1_20532	OW982297.1	3720800	3720858	+	59	0	0	0	0	0	0	0	2	6	3	4	0	2	0	2	2	2	1	0	2	0	1	0	0
known:OW982297.1_20558	OW982297.1	4601078	4601138	+	61	9	18	6	17	0	12	18	21	20	11	18	0	25	28	17	23	31	21	35	19	15	34	30	33
known:OW982297.1_21705	OW982297.1	8850879	8850925	-	47	2	3	0	0	0	0	3	0	0	1	0	0	2	0	3	1	0	2	2	3	1	0	1	1
known:OW982297.1_21706	OW982297.1	8850904	8850963	-	60	2	3	0	0	0	0	3	0	0	1	0	0	2	0	3	1	0	2	2	3	1	0	1	1
novel:OW982297.1_22048	OW982297.1	23990881	23990921	-	41	4	1	1	8	18	1	3	9	10	3	1	16	3	2	3	5	6	6	2	9	4	7	7	10
novel:OW982297.1_22163	OW982297.1	31390916	31390979	-	64	1	1	0	1	0	1	0	31	14	3	7	0	3	7	0	0	1	2	0	1	15	8	2	9
known:OW982297.1_22176	OW982297.1	31837408	31837467	-	60	71	66	44	90	1	47	127	74	106	73	149	3	169	84	63	98	121	109	182	100	130	184	122	128
novel:OW982297.1_22208	OW982297.1	32362095	32362150	-	56	8	11	9	13	0	11	14	22	17	23	13	0	7	7	17	28	15	40	13	10	20	33	12	8
known:OW982297.1_22209	OW982297.1	32363244	32363299	-	56	193	222	252	203	3	278	228	214	369	369	241	0	168	201	212	290	250	349	305	262	261	310	181	159
known:OW982297.1_22337	OW982297.1	40287285	40287346	-	62	18	16	6	28	0	52	36	11	12	22	27	0	36	31	12	13	14	19	60	32	22	39	27	44
known:OW982297.1_21451	OW982297.1	45021067	45021124	+	58	233	231	217	263	3	231	364	203	255	237	256	1	373	317	174	252	296	366	566	361	264	331	354	334
novel:OW982297.1_22547	OW982297.1	50203403	50203464	-	62	3	4	4	5	0	2	1	14	18	8	6	0	0	0	3	9	2	2	0	1	6	7	2	0
known:OW982298.1_23877	OW982298.1	3754486	3754544	-	59	54	59	40	83	1	5	28	151	245	184	191	2	104	71	85	97	77	74	46	34	140	217	63	47
novel:OW982298.1_24178	OW982298.1	12780093	12780149	-	57	8	13	22	18	1	44	21	8	24	52	41	4	40	34	10	9	25	38	42	15	38	28	53	38
known:OW982298.1_24281	OW982298.1	16550822	16550879	-	58	4	7	5	8	0	1	3	1	10	34	19	0	2	10	12	16	41	33	25	25	17	35	25	26
known:OW982298.1_24282	OW982298.1	16550858	16550945	-	88	4	7	4	8	0	1	3	0	9	29	19	0	1	10	10	14	40	33	22	24	15	32	24	25
novel:OW982298.1_24345	OW982298.1	18019455	18019514	-	60	57	69	49	62	15	135	87	540	191	161	162	50	308	279	63	88	104	112	172	166	455	506	304	313
novel:OW982298.1_24354	OW982298.1	18037986	18038066	-	81	0	0	3	0	0	2	0	21	0	1	4	0	5	5	0	0	0	0	3	2	12	12	4	6
novel:OW982298.1_23319	OW982298.1	21667380	21667458	+	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:OW982298.1_24470	OW982298.1	22245350	22245410	-	61	9	0	15	12	1	32	13	20	19	31	18	0	23	9	3	7	17	27	15	8	27	24	14	19
known:OW982298.1_23371	OW982298.1	22496595	22496655	+	61	4	7	8	11	0	0	10	8	3	11	15	1	13	13	7	16	5	16	15	14	5	12	16	11
known:OW982298.1_24494	OW982298.1	22916844	22916903	-	60	209	275	114	152	2	201	149	316	420	350	360	2	338	320	197	295	232	225	208	142	296	375	308	257
known:OW982298.1_23475	OW982298.1	25699828	25699886	+	59	44	42	122	92	5	287	150	17	27	46	36	0	39	70	24	28	88	110	218	159	20	19	47	50
known:OW982298.1_23583	OW982298.1	31217139	31217194	+	56	199	203	179	245	5	209	376	209	294	212	254	1	401	356	177	225	270	327	535	387	275	356	328	336
novel:OW982299.1_24790	OW982299.1	3782146	3782226	+	81	0	0	0	0	0	0	0	6	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
novel:OW982299.1_25711	OW982299.1	5298664	5298728	-	65	1	0	0	4	0	0	1	10	11	2	4	0	1	0	3	5	0	1	7	2	6	7	6	4
known:OW982299.1_26062	OW982299.1	19009106	19009164	-	59	45	31	23	49	0	121	93	43	51	64	96	1	104	74	44	45	63	54	125	65	77	111	94	116
known:OW982299.1_25336	OW982299.1	22750085	22750144	+	60	1037	1206	1364	1227	13	916	1218	2370	2381	3341	2375	8	4614	5167	1013	1409	1381	2029	1876	1195	2064	2917	3283	3155
novel:OW982299.1_26240	OW982299.1	27387980	27388040	-	61	5	3	17	12	0	101	36	0	0	0	0	0	12	18	0	1	8	4	54	37	1	1	7	2
known:OW982300.1_28095	OW982300.1	2969067	2969128	-	62	1	4	2	4	0	14	6	0	0	1	5	0	2	7	0	0	1	0	5	0	0	2	2	5
novel:OW982300.1_28100	OW982300.1	2990045	2990102	-	58	0	4	1	3	0	6	1	0	7	4	0	0	7	9	3	0	0	0	3	1	0	0	1	6
novel:OW982300.1_27462	OW982300.1	5752657	5752711	+	55	1	0	1	4	0	0	0	85	20	13	2	3	6	3	0	1	1	1	0	1	19	17	4	3
known:OW982300.1_28198	OW982300.1	5875592	5875650	-	59	534	652	783	752	43	2777	1493	650	1027	774	541	17	666	801	422	629	760	1127	1478	1119	489	564	568	582
known:OW982300.1_27483	OW982300.1	5875593	5875650	+	58	54	64	38	65	1	265	116	74	68	60	88	0	145	129	48	78	67	79	165	112	64	86	130	113
known:OW982300.1_28199	OW982300.1	5881433	5881492	-	60	951	916	734	1269	7	1750	2013	883	1256	955	1282	4	1355	1273	774	1094	1282	1273	2439	1465	1106	1323	1245	1176
known:OW982300.1_28277	OW982300.1	8641430	8641488	-	59	136	145	109	199	1	282	304	77	59	56	62	2	137	109	110	163	220	220	432	300	109	128	74	77
known:OW982300.1_28279	OW982300.1	8641611	8641672	-	62	153	134	92	281	1	407	402	92	91	96	86	1	124	143	93	139	221	191	415	301	109	125	143	104
novel:OW982300.1_27623	OW982300.1	13459912	13459963	+	52	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
known:OW982300.1_28718	OW982300.1	27817182	27817236	-	55	56	75	42	100	1	186	76	51	104	80	157	0	215	135	67	66	77	85	132	82	137	171	173	184
novel:OW982300.1_27993	OW982300.1	28500656	28500741	+	86	2	0	0	0	0	14	8	2	2	3	0	1	5	1	0	4	2	3	16	9	2	2	4	1
novel:OW982301.1_28870	OW982301.1	3932311	3932371	+	61	1	4	9	6	1	14	4	2	4	18	9	1	18	14	2	6	4	10	15	7	16	9	21	17
novel:OW982301.1_28927	OW982301.1	5232169	5232234	+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:OW982301.1_29715	OW982301.1	11443570	11443637	-	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:OW982301.1_29051	OW982301.1	13512085	13512121	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
known:OW982301.1_29999	OW982301.1	21766948	21767008	-	61	279	344	238	345	4	311	564	544	575	535	562	18	894	929	369	430	437	547	850	502	664	843	803	873
known:OW982301.1_30000	OW982301.1	21766988	21767065	-	78	251	310	197	317	1	257	507	467	475	387	484	0	720	728	332	352	388	498	746	425	575	730	666	723
known:OW982301.1_30001	OW982301.1	21767117	21767175	-	59	130	144	103	103	1	98	155	271	384	416	318	3	296	285	144	206	150	216	243	144	275	351	304	293
novel:OW982301.1_30007	OW982301.1	21818928	21819015	-	88	0	0	1	2	0	7	0	1	1	5	5	5	4	3	1	0	1	2	4	3	0	2	5	4
novel:OW982301.1_29362	OW982301.1	22644977	22645023	+	47	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0
known:OW982302.1_30791	OW982302.1	3642038	3642095	-	58	40	35	33	75	0	76	91	3	29	54	94	0	90	63	34	49	56	60	191	82	74	86	108	84
novel:OW982302.1_30201	OW982302.1	4346728	4346794	+	67	1	0	0	1	0	2	2	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	2
known:OW982302.1_30230	OW982302.1	5066175	5066232	+	58	0	1	0	0	0	1	0	1	2	2	0	0	0	0	0	1	0	0	1	1	0	1	0	0
novel:OW982302.1_30840	OW982302.1	5474168	5474230	-	63	2	1	4	2	0	13	8	1	1	8	6	1	10	8	1	1	2	9	11	7	5	4	20	14
novel:OW982302.1_30994	OW982302.1	11800655	11800729	-	75	0	0	0	0	0	0	0	3	2	1	0	0	3	0	0	0	0	0	1	0	0	4	3	0
known:OW982302.1_30394	OW982302.1	12576756	12576816	+	61	52	49	45	87	0	224	137	45	93	54	85	0	221	211	45	84	101	111	277	223	85	105	201	214
known:OW982302.1_31021	OW982302.1	12576756	12576817	-	62	23	19	21	20	1	27	22	71	129	105	111	0	86	83	19	27	20	22	43	18	54	59	50	46
novel:OW982302.1_30532	OW982302.1	18475562	18475622	+	61	0	2	2	0	0	4	3	1	6	1	2	0	4	5	0	2	1	1	0	2	8	5	0	1
known:OW982302.1_30549	OW982302.1	19435014	19435075	+	62	563	615	843	781	5	1792	894	399	752	1298	893	4	1510	1748	334	421	614	938	1577	1252	384	478	1029	1022
novel:OW982302.1_30555	OW982302.1	19520211	19520261	+	51	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
novel:OW982303.1_32127	OW982303.1	824978	825032	+	55	2	0	5	1	0	3	1	1	0	3	0	0	2	5	2	5	3	5	3	1	2	1	1	5
novel:OW982303.1_32745	OW982303.1	1475959	1476025	-	67	10	9	5	3	0	4	2	113	84	66	67	4	33	40	2	10	18	17	19	13	71	79	63	67
known:OW982303.1_32813	OW982303.1	2881452	2881530	-	79	1656	1690	1442	1833	3	7219	3109	2654	3224	2745	2687	7	3392	3582	1457	2274	2396	2639	4212	2911	3220	3944	3637	3720
known:OW982303.1_32815	OW982303.1	2903399	2903459	-	61	2	0	4	3	0	1	5	3	7	7	4	0	10	12	2	7	6	10	25	9	5	13	15	20
novel:OW982303.1_32885	OW982303.1	5949033	5949108	-	76	60	70	94	78	2	667	143	87	117	177	128	2	146	190	79	83	81	139	207	154	117	165	161	174
known:OW982303.1_32887	OW982303.1	5950248	5950325	-	78	4523	5394	8206	5948	67	32886	9075	6310	10109	14360	7587	79	10319	11769	4660	6419	7126	10908	12961	10135	7790	9660	10489	10427
known:OW982303.1_32888	OW982303.1	5950304	5950377	-	74	4472	5323	8128	5912	26	32800	9006	6186	9948	14144	7477	35	10168	11620	4595	6333	7058	10811	12835	10064	7687	9533	10368	10288
known:OW982303.1_32889	OW982303.1	5950674	5950746	-	73	2500	2897	3023	2540	19	14348	4049	3618	5112	7178	4564	31	5788	6413	2578	3649	3534	4824	5639	4476	5541	6677	6165	6007
known:OW982303.1_32504	OW982303.1	11533921	11533980	+	60	1361	1397	1269	1642	12	2790	1887	1829	2183	2175	2196	6	2600	2607	1113	1682	2040	2453	2645	1821	1974	2355	2591	2559
known:OW982303.1_32506	OW982303.1	11534309	11534371	+	63	352	398	423	439	46	448	594	362	505	728	574	19	830	972	312	477	624	739	867	622	533	657	819	825
novel:OW982303.1_32508	OW982303.1	11534573	11534630	+	58	94	100	64	134	2	298	141	94	117	106	197	2	200	160	60	117	119	114	166	79	119	145	166	192
novel:OW982303.1_32646	OW982303.1	18205378	18205446	+	69	0	2	1	4	3	4	4	1	8	5	6	8	3	5	0	5	2	3	5	2	3	4	2	4
novel:OW982303.1_33145	OW982303.1	19576682	19576742	-	61	5	2	5	1	0	8	4	6	12	17	6	0	4	10	0	2	2	2	2	2	5	5	5	3
known:OW982304.1_31272	OW982304.1	653183	653248	+	66	5	5	5	5	0	7	11	3	5	5	11	0	7	10	1	3	4	4	21	10	12	9	14	10
novel:OW982304.1_31872	OW982304.1	2799402	2799475	-	74	0	0	3	1	0	3	2	1	0	0	1	2	0	0	0	0	0	0	1	1	2	3	1	0
novel:OW982304.1_32046	OW982304.1	17829667	17829734	-	68	0	1	0	0	0	0	3	3	1	3	1	0	3	5	1	1	2	0	6	1	2	1	1	0
known:OW982304.1_31734	OW982304.1	18455279	18455340	+	62	262	259	153	309	1	463	542	324	472	287	488	2	670	542	286	430	396	443	679	413	574	622	588	668
novel:OW982304.1_31742	OW982304.1	18951686	18951745	+	60	7	8	5	5	2	4	5	1	4	9	2	0	14	16	10	9	12	8	13	3	10	11	13	8
novel:OW982305.1_26408	OW982305.1	1144427	1144487	+	61	9	9	6	10	0	6	3	3	8	4	3	0	4	2	4	5	7	4	7	2	4	4	4	6
known:OW982305.1_26500	OW982305.1	2673219	2673274	+	56	13	8	8	16	0	9	4	31	42	19	39	0	12	12	4	24	26	35	13	3	29	41	15	17
known:OW982305.1_26994	OW982305.1	3957213	3957276	-	64	550	587	282	632	1	508	754	976	1258	912	1547	10	1726	1201	617	882	989	846	1188	743	1782	2240	1912	1907
known:OW982305.1_26995	OW982305.1	3957349	3957410	-	62	59	72	43	52	8	153	58	216	387	309	215	37	91	90	55	83	82	116	87	64	187	266	136	147
known:OW982305.1_26998	OW982305.1	3957509	3957567	-	59	451	453	279	619	2	669	586	940	1124	808	1470	7	1604	1131	548	791	711	674	1085	709	1342	1791	1534	1548
known:OW982305.1_26999	OW982305.1	3957647	3957704	-	58	1144	1191	578	1405	1	963	1618	1665	1936	1540	3253	4	3550	2561	1236	1793	2040	1712	2685	1481	3513	4147	4121	4083
known:OW982305.1_27002	OW982305.1	3957835	3957895	-	61	65	72	45	76	0	34	55	258	221	225	157	19	122	108	68	73	88	93	77	47	187	174	159	135
known:OW982305.1_27003	OW982305.1	3957968	3958024	-	57	106	88	28	113	0	56	144	151	105	108	205	0	262	183	73	127	108	125	179	85	243	296	272	219
known:OW982305.1_27007	OW982305.1	4035883	4035939	-	57	14	12	8	12	0	17	20	33	36	22	30	2	48	33	8	23	32	16	32	16	37	42	47	24
novel:OW982305.1_27016	OW982305.1	4230441	4230479	-	39	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0
novel:OW982305.1_26800	OW982305.1	16612575	16612639	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:OW982305.1_27292	OW982305.1	18324844	18324919	-	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
known:OW982306.1_33252	OW982306.1	4086262	4086324	+	63	0	1	1	1	0	0	1	1	1	1	0	0	1	4	0	1	1	2	3	3	0	0	2	1
known:OW982306.1_33257	OW982306.1	4210884	4210943	+	60	52	59	36	96	0	234	139	71	67	59	114	1	159	98	49	63	88	93	202	123	111	153	161	173
known:OW982306.1_33979	OW982306.1	7295703	7295767	-	65	16	11	3	16	0	14	28	28	37	18	34	0	28	27	13	13	29	32	58	26	33	19	31	25
known:OW982306.1_33980	OW982306.1	7295749	7295792	-	44	16	11	3	16	0	14	28	28	37	18	34	0	28	27	13	13	29	32	58	26	33	19	31	25
known:OW982306.1_33991	OW982306.1	7736804	7736854	-	51	194	194	226	232	4	253	210	244	335	302	234	0	201	230	141	209	238	339	238	193	249	318	221	175
known:OW982306.1_33992	OW982306.1	7736833	7736890	-	58	198	194	226	233	4	253	210	244	335	303	235	0	201	230	141	209	238	343	238	193	248	318	222	176
novel:OW982306.1_33995	OW982306.1	7990233	7990309	-	77	0	0	5	0	1	7	1	6	5	13	14	7	7	7	0	3	2	9	5	6	22	13	14	10
known:OW982306.1_33997	OW982306.1	7990637	7990695	-	59	550	564	326	565	7	714	1026	990	1026	1016	1195	8	1499	1409	676	1133	1087	1256	2460	1671	2213	2692	1861	1871
known:OW982306.1_34000	OW982306.1	7991231	7991285	-	55	1075	1069	641	1340	13	1793	2409	1811	2554	1505	2799	18	3344	2860	1645	2521	2368	2408	5629	3618	4475	6147	4463	4582
novel:OW982306.1_33312	OW982306.1	8291387	8291450	+	64	0	3	0	0	0	0	0	4	4	0	0	0	1	0	0	0	1	0	0	1	4	6	2	0
known:OW982306.1_34006	OW982306.1	8545394	8545451	-	58	8	11	20	15	4	36	53	49	52	31	21	1	11	6	4	7	17	19	53	34	8	11	11	7
novel:OW982306.1_34052	OW982306.1	9654733	9654790	-	58	5	11	14	11	0	6	10	5	9	4	8	0	6	1	4	12	7	14	13	10	7	4	1	3
novel:OW982306.1_33353	OW982306.1	9686482	9686537	+	56	0	0	1	1	0	0	0	0	0	3	1	4	0	0	0	0	0	0	1	2	1	4	1	3
novel:OW982306.1_33361	OW982306.1	9862935	9862988	+	54	7	7	4	7	0	9	7	15	21	8	8	0	14	4	3	6	8	16	10	6	20	16	14	5
novel:OW982306.1_33456	OW982306.1	10259405	10259493	+	89	0	0	0	3	0	0	1	7	9	7	2	0	5	0	0	0	0	0	1	1	7	5	5	7
novel:OW982306.1_33626	OW982306.1	13130631	13130694	+	64	0	0	0	1	0	0	2	16	6	2	5	0	1	0	0	0	4	1	0	1	9	13	3	2
known:OW982307.1_34333	OW982307.1	748173	748228	+	56	5	11	7	10	0	7	11	13	22	9	27	0	15	23	7	5	12	12	17	10	18	16	14	19
novel:OW982307.1_34369	OW982307.1	1073469	1073528	+	60	2	1	0	3	0	11	1	1	5	3	5	0	3	1	4	2	1	4	1	3	2	5	6	0
novel:OW982307.1_34905	OW982307.1	1971865	1971939	-	75	0	0	0	3	0	0	3	29	8	4	2	0	0	2	0	0	0	0	0	0	6	6	2	2
novel:OW982307.1_34911	OW982307.1	2057154	2057211	-	58	4	5	4	6	0	3	7	1	1	5	1	0	10	7	6	8	8	7	7	4	1	7	3	5
novel:OW982307.1_34924	OW982307.1	2357459	2357524	-	66	1	0	0	0	0	0	0	32	5	2	6	0	0	0	0	0	0	0	0	1	7	8	2	0
known:OW982307.1_35049	OW982307.1	4899412	4899471	-	60	47	55	23	68	0	56	55	65	117	79	96	1	129	99	38	61	73	79	88	46	85	88	83	88
novel:OW982307.1_34515	OW982307.1	5005567	5005629	+	63	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
novel:OW982307.1_34694	OW982307.1	9007674	9007747	+	74	113	109	335	314	542	3676	2356	201	305	383	294	705	536	568	201	266	723	980	2033	1597	366	434	654	638
novel:OW982307.1_34750	OW982307.1	12137251	12137306	+	56	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	5	0	1	0	0	3	2	0	2
known:OW982308.1_38879	OW982308.1	8402468	8402528	+	61	99	100	1336	930	8	3061	1706	15	30	48	40	0	104	140	77	66	315	503	2773	1960	31	51	74	90
known:OW982308.1_38882	OW982308.1	8413748	8413824	+	77	8	9	17	19	3	21	35	5	4	0	0	0	8	5	3	8	11	14	42	28	3	2	3	2
known:OW982308.1_38897	OW982308.1	9789597	9789657	+	61	5	11	10	6	0	3	10	29	26	11	9	1	4	6	13	18	10	12	8	8	16	14	5	8
novel:OW982308.1_39397	OW982308.1	12308549	12308607	-	59	6	9	15	11	2	49	24	0	0	0	2	0	7	8	3	5	9	21	25	15	1	0	11	5
known:OW982309.1_35784	OW982309.1	447521	447581	-	61	2925	3299	2755	3587	8	10650	4082	4119	5437	4793	5051	11	5328	5268	3279	4740	4700	5602	6308	4350	5062	6470	4925	4747
known:OW982309.1_35786	OW982309.1	448682	448744	-	63	753	821	773	938	9	1721	1259	915	1197	1292	1324	4	1716	1656	884	1243	1322	1565	1952	1456	1326	1789	1623	1711
known:OW982309.1_35790	OW982309.1	455028	455088	-	61	259	250	188	343	0	1313	418	140	248	308	437	1	1354	911	173	237	271	530	598	345	453	492	857	646
known:OW982309.1_35792	OW982309.1	456254	456310	-	57	546	516	252	738	2	1644	952	692	1105	555	1338	5	1505	959	568	790	831	620	1442	790	930	1199	1310	1279
known:OW982309.1_35350	OW982309.1	809576	809638	+	63	21	29	14	44	0	35	29	14	57	28	47	0	39	36	37	33	41	38	55	47	31	46	55	45
known:OW982309.1_35362	OW982309.1	1346179	1346238	+	60	28	22	26	32	1	77	76	32	48	48	34	2	57	48	17	16	57	58	98	63	31	37	35	58
known:OW982309.1_35397	OW982309.1	2301498	2301559	+	62	3	4	9	5	0	43	10	3	4	1	3	0	0	3	3	2	3	7	12	3	0	4	0	2
novel:OW982309.1_35441	OW982309.1	4771321	4771376	+	56	1	3	1	2	0	2	0	3	7	5	2	1	2	2	1	0	1	2	0	2	3	1	2	2
novel:OW982309.1_35586	OW982309.1	7767637	7767717	+	81	1	0	0	0	1	2	2	4	2	1	1	0	8	1	0	1	2	0	4	2	3	3	3	3
novel:OW982310.1_37126	OW982310.1	1145814	1145860	+	47	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:OW982310.1_37256	OW982310.1	5102881	5102947	+	67	4	11	11	12	18	16	24	12	17	19	8	77	27	11	5	8	6	16	4	12	5	13	24	38
known:OW982310.1_37581	OW982310.1	5676580	5676665	-	86	1	0	1	3	0	9	6	1	0	2	2	0	4	0	0	1	5	1	3	2	0	1	3	0
known:OW982310.1_37582	OW982310.1	5676644	5676703	-	60	1	0	1	3	0	9	6	1	0	2	1	0	4	0	0	2	5	2	4	2	0	1	2	1
known:OW982310.1_37730	OW982310.1	8536996	8537052	-	57	20	18	13	21	1	8	21	43	65	76	56	3	67	51	18	30	36	40	62	35	35	71	49	49
known:OW982310.1_37733	OW982310.1	8551186	8551241	-	56	170	206	190	205	16	315	229	625	844	544	499	16	377	342	203	244	258	379	364	241	540	691	442	434
known:OW982311.1_36363	OW982311.1	4608927	4608986	+	60	290	302	148	215	4	700	348	306	368	300	292	15	227	231	451	632	397	511	829	636	578	659	362	412
known:OW982311.1_36874	OW982311.1	4852666	4852721	-	56	23	20	29	41	0	107	61	27	32	44	72	0	59	65	21	39	55	40	68	39	50	51	62	38
known:OW982311.1_36384	OW982311.1	4938301	4938360	+	60	284	309	221	426	0	573	712	317	433	289	425	0	466	425	254	360	453	432	831	520	379	441	412	390
novel:OW982311.1_36895	OW982311.1	5605309	5605365	-	57	0	3	1	0	0	0	0	1	13	3	5	1	0	1	1	4	4	2	0	0	1	3	0	1
novel:OW982311.1_36518	OW982311.1	7276229	7276286	+	58	2	2	3	4	0	3	2	1	18	7	10	0	10	9	0	1	5	12	7	7	3	4	6	4
known:OW982311.1_36985	OW982311.1	7577386	7577444	-	59	3	6	6	19	0	7	7	2	11	16	13	0	11	9	8	6	9	15	24	6	11	9	6	9
known:OW982311.1_36636	OW982311.1	9332618	9332678	+	61	58	68	52	127	1	147	165	36	34	28	40	3	54	49	43	67	108	113	189	115	45	55	43	38
known:OW982311.1_36638	OW982311.1	9334231	9334287	+	57	76	87	64	94	12	126	130	29	25	20	29	4	54	48	63	76	113	109	211	129	41	58	37	37
novel:OW982312.1_37839	OW982312.1	520078	520161	+	84	0	1	1	3	0	0	0	24	7	9	6	0	1	1	0	3	2	0	0	0	10	9	2	4
novel:OW982312.1_37868	OW982312.1	3308915	3308987	+	73	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:OW982312.1_38376	OW982312.1	4644331	4644416	-	86	2	0	0	0	0	6	8	4	0	0	2	0	2	3	0	1	1	2	3	2	1	1	3	6
novel:OW982312.1_37957	OW982312.1	5124367	5124414	+	48	193	188	166	245	3	305	230	403	600	577	576	6	357	389	202	266	312	352	477	357	489	562	663	613
known:OW982312.1_38440	OW982312.1	5560279	5560341	-	63	200	235	164	345	5	102	372	479	495	415	490	1	697	526	265	419	440	436	613	422	596	783	620	581
known:OW982312.1_38000	OW982312.1	5694981	5695036	+	56	12	6	5	14	0	30	20	16	43	23	17	1	9	22	12	11	12	20	12	4	8	27	20	7
known:OW982312.1_38543	OW982312.1	7373593	7373652	-	60	8	10	0	7	0	3	8	7	4	7	9	0	12	3	7	6	8	4	4	3	17	11	6	8
known:OW982312.1_38546	OW982312.1	7373889	7373946	-	58	369	330	188	532	1	1649	829	425	443	283	647	1	915	520	350	499	550	417	1110	596	638	789	762	748
known:OW982312.1_38160	OW982312.1	7548950	7549010	+	61	9368	11931	17933	13889	85	14740	15742	24539	43004	44684	30160	86	30753	33275	15019	20398	17196	28459	31846	22379	24995	37094	28557	28862
known:OW982313.1_39842	OW982313.1	2589503	2589559	-	57	6	5	5	4	0	3	2	15	37	29	26	0	10	10	7	9	7	18	12	7	31	32	8	7
