# Program:featureCounts v2.0.3; Command:"/home/reedkm/shared/RIS_Projects/Software/subread-2.0.3-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "1" "-T" "12" "-F" "SAF" "-a" "/home/reedkm/shared/RIS_Projects/Reed_Project_016/miRNA_Expression/Turkey_miRNAs.saf" "-M" "-O" "-o" "/home/reedkm/shared/RIS_Projects/Reed_Project_016/miRNA_Expression/Counts/miRNA_Expression.txt" "NCT_48_38_33_101_smRNA_S34" "NCT_48_38_33_102_smRNA_S35" "NCT_48_38_38_61_smRNA_S45" "NCT_48_38_38_62_smRNA_S46" "NCT_48_38_38_R_smRNA_S37" "NCT_48_38_43_51_smRNA_S32" "NCT_48_38_43_52_smRNA_S33" "NCT_72_33_32_smRNA_S31" "NCT_72_33_53_smRNA_S44" "NCT_72_38_71_smRNA_S47" "NCT_72_38_73_smRNA_S48" "NCT_72_38_R_smRNA_S36" "NCT_72_43_21_smRNA_S29" "NCT_72_43_22_smRNA_S30" "RBC2_48_38_33_101_smRNA_S27" "RBC2_48_38_33_102_smRNA_S28" "RBC2_48_38_38_12_smRNA_S38" "RBC2_48_38_38_14_smRNA_S39" "RBC2_48_38_43_22_smRNA_S40" "RBC2_48_38_43_24_smRNA_S41" "RBC2_72_38_11_smRNA_S25" "RBC2_72_38_12_smRNA_S26" "RBC2_72_43_41_smRNA_S42" "RBC2_72_43_42_smRNA_S43" 
Geneid	Chr	Start	End	Strand	Length	NCT_48_38_33_101_smRNA_S34	NCT_48_38_33_102_smRNA_S35	NCT_48_38_38_61_smRNA_S45	NCT_48_38_38_62_smRNA_S46	NCT_48_38_38_R_smRNA_S37	NCT_48_38_43_51_smRNA_S32	NCT_48_38_43_52_smRNA_S33	NCT_72_33_32_smRNA_S31	NCT_72_33_53_smRNA_S44	NCT_72_38_71_smRNA_S47	NCT_72_38_73_smRNA_S48	NCT_72_38_R_smRNA_S36	NCT_72_43_21_smRNA_S29	NCT_72_43_22_smRNA_S30	RBC2_48_38_33_101_smRNA_S27	RBC2_48_38_33_102_smRNA_S28	RBC2_48_38_38_12_smRNA_S38	RBC2_48_38_38_14_smRNA_S39	RBC2_48_38_43_22_smRNA_S40	RBC2_48_38_43_24_smRNA_S41	RBC2_72_38_11_smRNA_S25	RBC2_72_38_12_smRNA_S26	RBC2_72_43_41_smRNA_S42	RBC2_72_43_42_smRNA_S43
known:12_28769	12	7103037	7103094	-	58	41	38	33	75	0	79	93	3	31	55	96	0	92	64	34	49	56	61	194	82	75	89	110	84
novel:12_28932	12	11593194	11593268	-	75	0	0	0	0	0	0	0	3	2	1	0	0	3	0	0	0	0	0	1	0	0	4	3	0
known:12_28410	12	12373826	12373886	+	61	53	43	40	84	0	222	134	41	84	51	77	0	218	207	44	84	98	110	275	210	83	95	194	208
known:12_28957	12	12373826	12373887	-	62	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
novel:12_28530	12	18270919	18270979	+	61	0	2	2	0	0	4	3	1	6	1	2	0	4	5	0	2	1	1	0	2	8	5	0	1
known:12_29130	12	19233782	19233843	-	62	570	626	848	786	6	1821	911	399	760	1306	904	4	1530	1770	333	429	621	954	1604	1270	392	485	1038	1029
known:13_29484	13	11665266	11665331	+	66	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	3	0	1	0	0	0
novel:13_29602	13	16953571	16953630	+	60	7	8	5	4	3	4	8	1	7	9	2	0	16	17	11	9	13	8	13	3	10	13	13	9
known:13_29610	13	17406386	17406447	+	62	250	255	152	312	1	459	538	322	473	283	481	2	659	532	284	427	385	440	671	404	563	622	588	664
novel:14_30603	14	287642	287708	-	67	10	10	4	1	0	4	2	109	76	59	67	5	32	32	3	9	17	10	17	10	57	73	60	64
novel:14_30634	14	1712065	1712119	-	55	2	0	5	1	0	3	1	1	0	3	0	0	2	5	2	5	3	5	4	2	2	1	1	6
novel:14_30646	14	2220062	2220124	-	63	1	0	0	0	0	0	2	2	1	4	0	0	4	1	0	2	0	1	3	2	8	3	1	4
known:14_30665	14	2571068	2571146	-	79	1692	1747	1477	1888	3	7399	3195	2740	3326	2811	2771	7	3482	3664	1503	2348	2461	2693	4341	2996	3309	4058	3746	3821
known:14_30667	14	2592881	2592941	-	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:14_30735	14	5704964	5705039	-	76	35	49	72	48	2	525	105	54	76	103	81	3	120	129	54	57	55	96	156	115	79	97	120	125
known:14_30737	14	5706180	5706257	-	78	4575	5469	8349	6033	67	33277	9183	6381	10263	14519	7692	82	10461	11921	4699	6515	7227	11033	13145	10291	7885	9778	10618	10583
known:14_30738	14	5706236	5706309	-	74	4523	5397	8271	5997	26	33189	9114	6253	10098	14304	7578	39	10309	11772	4634	6428	7158	10936	13018	10220	7780	9651	10493	10441
known:14_30739	14	5706606	5706678	-	73	3	2	2	7	1	2	3	11	2	2	4	1	3	8	4	7	3	7	4	1	4	7	3	3
novel:14_30286	14	8867017	8867076	+	60	1	4	1	2	3	0	0	1	1	0	0	0	0	0	0	1	2	0	1	0	2	1	2	0
known:14_30380	14	11293419	11293478	+	60	1330	1370	1242	1599	12	2759	1832	1795	2131	2139	2152	6	2563	2568	1097	1634	1989	2410	2587	1773	1924	2311	2521	2526
known:14_30382	14	11293807	11293869	+	63	354	402	429	449	48	456	601	365	507	739	581	19	841	984	317	488	635	744	880	628	545	665	833	825
novel:14_30384	14	11294071	11294128	+	58	95	103	64	139	2	302	141	93	118	107	197	2	202	166	63	119	119	118	166	80	122	145	169	195
novel:14_30459	14	13309304	13309365	+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:14_30528	14	17987287	17987355	+	69	1	5	2	5	6	8	4	7	11	10	7	18	5	5	1	8	4	3	6	3	7	6	3	5
known:15_31084	15	3841261	3841323	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
known:15_31095	15	3965478	3965537	+	60	1	0	0	0	0	1	0	1	2	1	0	1	3	0	0	2	0	0	0	0	2	2	0	1
known:15_31729	15	7016378	7016442	-	65	1	0	1	1	0	1	7	1	2	2	1	0	2	0	1	1	2	0	3	0	1	0	7	2
known:15_31730	15	7016424	7016467	-	44	1	0	1	1	0	1	7	1	2	2	1	0	2	0	1	1	2	0	3	0	1	0	7	2
known:15_31741	15	7456561	7456611	-	51	196	197	228	234	4	253	214	245	333	307	233	0	201	230	142	209	243	347	241	195	253	324	221	177
known:15_31742	15	7456590	7456647	-	58	199	197	228	235	4	253	214	245	333	308	234	0	201	230	142	209	243	351	241	195	252	324	222	177
known:15_31747	15	7714129	7714187	-	59	554	570	330	568	7	720	1033	1006	1039	1023	1212	8	1502	1422	680	1138	1099	1271	2488	1698	2240	2718	1872	1890
known:15_31750	15	7714723	7714777	-	55	1146	1130	686	1433	16	1786	2521	1897	2657	1580	2919	19	3492	2972	1727	2638	2505	2563	5859	3875	4665	6406	4653	4772
novel:15_31806	15	9406335	9406392	-	58	5	11	14	10	0	6	10	5	9	4	8	0	6	1	4	12	7	14	13	11	7	4	1	3
novel:15_31179	15	9620547	9620600	+	54	7	8	5	7	0	9	7	14	23	8	8	0	14	5	3	8	8	17	13	6	20	16	14	5
novel:15_31372	15	12782401	12782464	+	64	0	0	0	1	0	0	2	17	6	5	5	0	1	0	0	0	4	1	0	1	9	13	3	2
novel:16_32086	16	1413896	1413951	+	56	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	5	0	1	0	0	3	2	0	2
novel:16_32168	16	4896163	4896202	+	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:16_32732	16	6765902	6765970	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:16_32789	16	8606239	8606298	-	60	37	47	26	43	0	29	43	62	125	77	78	1	58	55	38	53	62	79	69	39	64	72	57	61
novel:16_32384	16	9527452	9527538	+	87	0	0	0	0	0	2	0	7	7	1	6	0	6	4	1	4	0	0	2	1	1	5	3	6
novel:16_32895	16	11404749	11404806	-	58	4	5	4	6	0	3	7	1	1	5	1	0	8	7	7	8	8	7	7	4	1	7	4	5
novel:16_32899	16	11480232	11480300	-	69	0	0	0	2	0	0	3	41	12	6	2	0	0	3	0	0	0	0	0	0	8	8	2	3
novel:16_32447	16	12394904	12394963	+	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
known:16_32477	16	12658135	12658190	+	56	0	0	0	0	0	0	0	1	4	2	2	0	1	0	0	0	0	0	1	0	2	2	1	2
known:17_33430	17	441859	441919	-	61	2964	3346	2792	3640	8	10737	4107	4154	5468	4835	5093	10	5347	5303	3309	4780	4766	5644	6361	4392	5094	6547	4962	4771
known:17_33432	17	442986	443048	-	63	765	830	782	942	9	1746	1268	934	1206	1303	1345	4	1730	1664	885	1253	1326	1581	1966	1466	1337	1811	1634	1724
known:17_33436	17	449492	449552	-	61	266	254	198	351	0	1339	429	140	248	313	442	1	1379	926	177	244	274	541	619	355	458	504	873	657
known:17_33438	17	450813	450869	-	57	539	520	255	738	3	1670	948	686	1095	549	1343	5	1507	970	568	801	834	633	1439	802	931	1210	1308	1291
known:17_33024	17	801023	801085	+	63	21	29	14	44	0	37	28	14	56	28	46	0	39	36	38	32	40	38	56	48	31	43	55	43
known:17_33036	17	1333481	1333540	+	60	29	22	26	33	1	80	77	32	48	47	33	2	58	48	16	17	53	57	97	61	31	36	38	57
known:17_33061	17	2285669	2285730	+	62	3	4	12	8	0	48	10	3	4	1	4	0	1	3	4	2	3	7	12	3	0	4	0	3
novel:17_33099	17	4762351	4762406	+	56	1	3	1	2	0	2	0	3	7	5	2	1	2	2	1	0	1	2	0	2	3	1	2	2
novel:17_33816	17	11315295	11315357	-	63	3	2	0	1	0	0	3	3	4	11	2	0	4	5	2	0	1	1	2	4	4	4	1	4
novel:18_33874	18	218061	218147	+	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:19_33977	19	4590777	4590836	+	60	294	301	146	217	5	711	352	310	371	303	294	15	229	233	457	641	401	516	842	645	586	670	368	415
known:19_34480	19	4836117	4836172	-	56	21	18	29	42	0	103	58	27	32	41	69	0	53	65	22	34	54	41	64	35	47	44	61	36
known:19_33998	19	4921900	4921959	+	60	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
novel:19_34501	19	5599382	5599438	-	57	0	3	1	0	0	0	0	1	13	3	5	1	0	1	1	4	4	2	0	0	1	3	0	1
novel:19_34130	19	7275336	7275393	+	58	2	2	3	4	0	3	2	1	18	7	10	0	10	9	0	2	5	12	8	7	3	4	6	4
known:19_34603	19	7573672	7573730	-	59	3	6	6	19	0	8	7	2	10	16	13	0	12	9	8	6	9	15	24	6	11	8	6	9
known:19_34242	19	9329350	9329410	+	61	24	16	27	25	0	28	24	17	9	5	7	3	8	6	13	18	27	46	31	24	4	12	7	2
known:19_34244	19	9330963	9331019	+	57	13	22	23	24	11	26	22	4	6	10	7	4	8	10	14	27	35	34	45	19	5	14	3	10
novel:20_34734	20	1075575	1075621	+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:20_35137	20	4377685	4377770	-	86	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
known:20_35138	20	4377749	4377808	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1
known:20_35276	20	8425825	8425881	-	57	0	0	1	0	0	5	1	3	8	16	3	3	4	2	0	0	3	1	4	1	1	12	4	2
known:21_35760	21	462266	462328	-	63	198	237	161	350	4	102	372	490	492	418	486	2	685	523	269	418	445	436	625	425	607	792	625	576
novel:21_35375	21	810712	810759	+	48	661	701	773	851	14	2227	855	1477	2288	2306	1919	22	1383	1424	657	870	1025	1460	1669	1377	1829	2007	2291	2347
novel:21_35828	21	1396286	1396371	-	86	2	0	1	0	0	1	5	2	0	0	2	0	2	3	0	1	1	2	1	2	1	1	3	5
novel:21_35916	21	5401836	5401919	-	84	0	2	1	5	0	0	0	23	7	9	6	0	1	2	0	2	2	0	0	0	10	9	2	4
known:21_35618	21	8163221	8163281	+	61	9433	11970	17978	13950	86	14786	15816	24673	43134	44779	30294	87	30886	33381	15046	20446	17256	28580	31971	22495	25089	37258	28688	28930
known:21_35971	21	8326755	8326814	-	60	6	10	0	6	0	4	8	7	4	7	9	0	14	3	7	5	8	3	3	5	18	13	8	8
known:21_35974	21	8327051	8327108	-	58	346	315	174	518	0	1599	788	389	389	263	606	1	884	500	336	488	518	401	1076	572	606	752	733	731
known:22_36185	22	5797724	5797784	+	61	5	11	10	6	0	3	9	30	27	9	9	1	4	6	13	18	8	12	8	8	16	13	5	8
known:22_36202	22	7155940	7156016	+	77	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:22_36203	22	7181480	7181540	+	61	1	4	10	5	0	6	11	0	0	0	0	0	0	1	0	1	7	3	13	11	0	0	0	0
novel:22_36689	22	11661914	11661972	-	59	6	9	14	11	2	50	24	0	0	0	2	0	7	8	3	5	9	21	25	15	1	0	11	5
novel:23_37154	23	1514531	1514594	-	64	2	0	0	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0	2	0	5	7	1	0
known:23_37161	23	2041342	2041406	-	65	289	224	99	458	1	225	742	165	252	152	386	2	572	301	429	588	768	626	1538	802	527	643	576	529
novel:23_37179	23	2266578	2266630	-	53	0	0	0	0	0	0	0	6	1	0	2	0	0	1	0	0	0	0	0	0	3	9	1	0
known:23_37192	23	2722141	2722197	-	57	6	5	5	4	0	3	2	15	37	29	26	0	10	10	7	9	7	16	12	6	30	31	8	7
novel:23_37081	23	6341140	6341205	+	66	3	0	0	0	0	10	2	0	0	0	0	0	3	5	0	0	0	1	0	0	0	0	1	0
known:24_37545	24	2631793	2631852	-	60	1	1	2	7	0	6	11	26	17	4	5	0	2	2	1	0	2	4	15	19	2	7	2	1
novel:24_37459	24	3946048	3946129	+	82	0	0	0	0	0	0	0	4	1	3	0	0	1	0	0	0	0	0	0	0	4	1	2	0
known:25_37671	25	2689509	2689572	+	64	13	9	199	138	0	124	99	1	7	29	21	0	26	38	6	14	71	71	166	121	25	34	34	40
novel:25_38018	25	4755200	4755263	-	64	2	4	1	1	0	3	5	10	13	9	10	1	6	2	6	2	10	8	5	3	11	13	5	8
known:26_38160	26	3399540	3399596	+	57	324	322	203	311	1	182	351	1018	1081	905	1165	0	1137	1001	438	578	500	733	556	440	1390	1783	1356	1325
known:26_38162	26	3407622	3407688	+	67	20	38	12	17	2	69	25	156	176	140	151	2	102	71	31	61	31	54	33	28	186	233	116	120
known:26_38176	26	3422898	3422958	+	61	11	19	14	11	0	18	10	82	81	53	55	0	54	37	13	30	19	15	30	28	61	67	36	38
novel:28_38799	28	375381	375438	-	58	1	0	1	1	0	2	0	4	5	1	0	0	1	0	4	5	2	1	0	0	0	4	0	1
novel:28_38633	28	723902	723956	+	55	3	2	0	1	0	1	0	3	3	0	0	0	0	0	1	4	1	3	1	3	1	2	0	1
novel:28_38662	28	1415741	1415801	+	61	5	6	5	3	0	10	19	6	9	11	11	0	34	32	4	8	10	12	17	17	15	15	21	31
known:28_38834	28	2172121	2172178	-	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:28_38836	28	2173018	2173078	-	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:28_38877	28	2792071	2792131	-	61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:28_38882	28	3127358	3127431	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
known:28_38887	28	3315764	3315842	-	79	94	79	91	103	11	300	170	114	134	238	153	12	301	278	65	94	121	174	276	193	171	183	268	256
known:28_38889	28	3315969	3316040	-	72	1005	1139	1275	1072	9	4781	1554	1279	2122	2474	1445	2	1710	1969	937	1327	1369	1834	2252	1743	1679	2083	1623	1618
novel:28_38749	28	4139133	4139202	+	70	1	0	1	0	1	3	1	10	13	3	0	0	4	3	0	3	0	2	5	5	1	4	0	4
novel:29_39117	29	410746	410825	-	80	0	0	0	5	0	0	0	18	13	4	5	1	1	0	0	0	0	0	1	2	4	9	4	0
novel:29_38982	29	2236063	2236121	+	59	2	8	1	5	0	2	2	21	32	19	16	0	0	2	0	4	3	6	3	3	9	17	6	3
known:29_39019	29	2809528	2809578	+	51	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
known:29_39020	29	2809557	2809616	+	60	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
novel:30_39627	30	1279605	1279688	-	84	1	0	0	3	0	5	1	7	0	3	1	0	2	2	3	1	0	1	2	0	1	1	1	2
known:30_39328	30	1372842	1372935	+	94	0	0	0	2	0	2	2	1	5	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1
novel:30_39714	30	3396118	3396176	-	59	1	1	2	4	0	1	0	79	15	5	4	2	1	6	0	0	0	2	2	3	27	40	4	5
known:30_39793	30	4535638	4535697	-	60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:30_39533	30	4535640	4535696	+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:ADDD02065548.1_45943	ADDD02065548.1	225	298	+	74	1	1	0	0	0	0	1	11	9	10	1	0	6	3	0	2	0	0	3	0	8	5	5	9
novel:ADDD02066171.1_43681	ADDD02066171.1	1606	1671	-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:ADDD02107929.1_45928	ADDD02107929.1	140	178	-	39	33	25	27	50	206	29	85	280	151	140	185	550	253	183	28	41	43	46	55	50	288	352	232	224
novel:ADDD02145688.1_45896	ADDD02145688.1	12	52	-	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:ADDD02159738.1_43299	ADDD02159738.1	2819	2889	+	71	0	0	2	2	0	0	3	67	14	4	9	2	5	5	0	0	1	1	1	0	25	24	5	1
novel:ADDD02192598.1_43598	ADDD02192598.1	1470	1525	+	56	25	27	19	42	1	58	85	5	6	6	1	0	28	28	19	7	29	38	142	87	4	7	7	7
novel:ADDD02200358.1_45978	ADDD02200358.1	272	336	-	65	0	0	1	0	1	2	0	1	0	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0
novel:ADDD02235286.1_43596	ADDD02235286.1	250	290	+	41	3	1	2	2	0	4	3	20	7	11	12	5	4	2	0	1	1	0	6	2	8	2	0	5
novel:ADDD02247079.1_45529	ADDD02247079.1	106	173	+	68	0	0	3	0	0	1	0	20	1	0	0	0	0	0	0	0	1	3	0	0	5	0	1	1
known:ADDD02262809.1_45313	ADDD02262809.1	79	136	-	58	0	1	1	0	0	0	0	1	1	0	2	0	1	0	0	0	1	2	0	1	1	0	2	0
novel:ADDD02295632.1_44390	ADDD02295632.1	477	562	+	86	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0
novel:KN386359.1_43448	KN386359.1	1417	1482	-	66	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0
novel:KN386979.1_42592	KN386979.1	27032	27096	-	65	0	4	1	0	3	11	11	6	8	6	5	4	9	7	3	0	1	1	13	4	7	7	8	3
known:KN387131.1_43410	KN387131.1	3928	3993	+	66	137	126	96	194	0	114	271	118	227	142	208	2	276	233	131	192	280	269	386	282	249	275	302	319
novel:KN387179.1_43215	KN387179.1	69	158	+	90	0	0	0	2	0	2	0	0	4	1	1	0	0	3	0	0	0	0	9	2	0	2	4	3
novel:KN387754.1_42745	KN387754.1	16762	16825	-	64	1	2	4	4	0	5	3	11	13	4	8	1	15	9	2	1	3	5	5	6	7	21	16	16
novel:KN387764.1_42456	KN387764.1	30930	30970	-	41	2	0	1	8	0	3	0	6	2	1	1	0	0	0	1	0	0	2	5	0	0	0	2	2
novel:KN388950.1_43297	KN388950.1	3368	3431	-	64	0	0	1	2	1	1	2	1	1	1	2	0	3	2	0	0	0	0	4	1	2	6	2	2
known:KN389462.1_42287	KN389462.1	81187	81242	-	56	9	13	17	15	0	46	11	21	40	43	17	0	12	15	6	12	14	14	13	26	23	14	11	10
known:Z_41273	Z	15301865	15301922	-	58	1	2	0	2	0	0	0	7	11	6	3	0	13	9	1	0	4	8	5	1	14	4	7	5
known:Z_40359	Z	25670659	25670713	+	55	3	4	2	1	0	5	2	3	12	7	4	0	6	2	2	1	5	13	2	2	8	10	5	1
known:Z_41603	Z	32170087	32170146	-	60	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
novel:Z_40497	Z	35282015	35282060	+	46	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
known:Z_41668	Z	36485585	36485643	-	59	0	0	0	0	0	1	0	1	0	0	0	0	1	0	31	48	27	72	72	49	51	93	76	64
novel:Z_40501	Z	36487658	36487715	+	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:Z_40517	Z	37852214	37852271	+	58	10290	12014	15169	14042	89	36296	25707	16698	23968	27185	19655	79	26047	30617	9332	14302	19608	25253	33092	23970	19841	25250	25391	25274
known:Z_40519	Z	37852454	37852516	+	63	418	467	268	668	14	312	903	656	882	609	986	17	1296	969	471	679	760	733	1177	689	973	1240	1051	1006
known:Z_40521	Z	37852978	37853037	+	60	4329	4877	5148	7159	72	22314	12042	7751	9370	8201	9532	75	13442	12372	4254	5909	7695	8839	14611	10150	9425	12960	11793	11185
known:Z_41731	Z	40501611	40501687	-	77	33	22	19	13	2	23	9	34	49	45	38	5	19	29	14	13	20	34	17	15	25	21	20	13
known:Z_41732	Z	40501666	40501722	-	57	48	26	33	23	4	48	22	57	81	68	50	6	41	43	18	19	37	51	24	26	31	30	28	26
novel:Z_41883	Z	49111519	49111581	-	63	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
novel:Z_41923	Z	51602758	51602823	-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:Z_42164	Z	63316265	63316329	-	65	16	23	26	22	0	13	20	29	40	48	44	0	30	27	14	17	18	24	35	9	34	31	23	25
novel:Z_42226	Z	68201707	68201771	-	65	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
