# Program:featureCounts v2.0.3; Command:"/home/reedkm/shared/RIS_Projects/Software/subread-2.0.3-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "1" "-T" "12" "-F" "SAF" "-a" "/home/reedkm/shared/RIS_Projects/Reed_Project_016/miRNA_Expression/Turkey_miRNAs.saf" "-M" "-O" "-o" "/home/reedkm/shared/RIS_Projects/Reed_Project_016/miRNA_Expression/Counts/miRNA_Expression.bt.txt" "NCT_48_38_33_101_smRNA_S34" "NCT_48_38_33_102_smRNA_S35" "NCT_48_38_38_61_smRNA_S45" "NCT_48_38_38_62_smRNA_S46" "NCT_48_38_38_R_smRNA_S37" "NCT_48_38_43_51_smRNA_S32" "NCT_48_38_43_52_smRNA_S33" "NCT_72_33_32_smRNA_S31" "NCT_72_33_53_smRNA_S44" "NCT_72_38_71_smRNA_S47" "NCT_72_38_73_smRNA_S48" "NCT_72_38_R_smRNA_S36" "NCT_72_43_21_smRNA_S29" "NCT_72_43_22_smRNA_S30" "RBC2_48_38_33_101_smRNA_S27" "RBC2_48_38_33_102_smRNA_S28" "RBC2_48_38_38_12_smRNA_S38" "RBC2_48_38_38_14_smRNA_S39" "RBC2_48_38_43_22_smRNA_S40" "RBC2_48_38_43_24_smRNA_S41" "RBC2_72_38_11_smRNA_S25" "RBC2_72_38_12_smRNA_S26" "RBC2_72_43_41_smRNA_S42" "RBC2_72_43_42_smRNA_S43" 
Geneid	Chr	Start	End	Strand	Length	NCT_48_38_33_101_smRNA_S34	NCT_48_38_33_102_smRNA_S35	NCT_48_38_38_61_smRNA_S45	NCT_48_38_38_62_smRNA_S46	NCT_48_38_38_R_smRNA_S37	NCT_48_38_43_51_smRNA_S32	NCT_48_38_43_52_smRNA_S33	NCT_72_33_32_smRNA_S31	NCT_72_33_53_smRNA_S44	NCT_72_38_71_smRNA_S47	NCT_72_38_73_smRNA_S48	NCT_72_38_R_smRNA_S36	NCT_72_43_21_smRNA_S29	NCT_72_43_22_smRNA_S30	RBC2_48_38_33_101_smRNA_S27	RBC2_48_38_33_102_smRNA_S28	RBC2_48_38_38_12_smRNA_S38	RBC2_48_38_38_14_smRNA_S39	RBC2_48_38_43_22_smRNA_S40	RBC2_48_38_43_24_smRNA_S41	RBC2_72_38_11_smRNA_S25	RBC2_72_38_12_smRNA_S26	RBC2_72_43_41_smRNA_S42	RBC2_72_43_42_smRNA_S43
known:12_28266	12	5704844	5704901	+	58	0	1	0	0	0	1	0	1	2	2	0	0	0	0	0	1	0	0	1	1	0	1	0	0
known:12_28769	12	7103037	7103094	-	58	40	35	33	75	0	76	91	3	29	54	94	0	90	63	34	49	56	60	191	82	74	86	108	84
novel:12_28932	12	11593194	11593268	-	75	0	0	0	0	0	0	0	3	2	1	0	0	3	0	0	0	0	0	1	0	0	4	3	0
known:12_28410	12	12373826	12373886	+	61	52	49	45	87	0	224	137	45	93	54	85	0	221	211	45	84	101	111	277	223	85	105	201	214
known:12_28957	12	12373826	12373887	-	62	24	19	22	23	1	27	22	71	127	109	111	0	86	81	19	29	20	22	43	17	53	60	48	48
novel:12_28530	12	18270919	18270979	+	61	0	2	2	0	0	4	3	1	6	1	2	0	4	5	0	2	1	1	0	2	8	5	0	1
known:12_29130	12	19233782	19233843	-	62	563	615	843	781	5	1792	896	399	752	1299	893	4	1511	1751	334	422	614	939	1577	1252	385	479	1029	1023
known:13_29484	13	11665266	11665331	+	66	5	5	5	5	0	7	11	3	5	5	11	0	7	10	1	3	4	4	21	10	12	9	14	10
novel:13_29602	13	16953571	16953630	+	60	7	8	5	5	2	4	5	1	4	9	2	0	14	16	10	9	12	8	13	3	10	11	13	8
known:13_29610	13	17406386	17406447	+	62	262	259	153	309	1	463	542	324	472	287	488	2	670	542	286	430	397	443	679	413	574	622	588	668
novel:14_30603	14	287642	287708	-	67	10	9	5	3	0	4	2	113	86	66	67	4	33	40	2	10	18	17	19	13	71	80	63	67
novel:14_30634	14	1712065	1712119	-	55	2	0	5	1	0	3	1	1	0	3	0	0	2	5	2	5	3	5	3	1	2	1	1	5
novel:14_30646	14	2220062	2220124	-	63	1	1	0	0	0	0	3	0	1	5	0	0	4	1	0	2	0	2	3	2	9	3	1	4
known:14_30665	14	2571068	2571146	-	79	1658	1690	1442	1833	3	7221	3109	2654	3226	2745	2687	7	3392	3581	1457	2274	2396	2639	4213	2911	3220	3944	3637	3721
known:14_30667	14	2592881	2592941	-	61	2	0	4	3	0	1	5	3	7	7	4	0	10	12	2	7	6	10	25	9	5	13	15	20
novel:14_30735	14	5704964	5705039	-	76	60	70	94	78	2	667	143	87	117	177	128	2	146	190	79	83	81	139	207	154	117	165	161	174
known:14_30737	14	5706180	5706257	-	78	4523	5394	8206	5948	67	32886	9075	6310	10111	14360	7587	79	10319	11769	4660	6419	7126	10908	12961	10135	7790	9660	10489	10427
known:14_30738	14	5706236	5706309	-	74	4472	5323	8128	5911	26	32801	9006	6186	9948	14144	7477	35	10168	11620	4595	6333	7057	10811	12835	10064	7687	9533	10368	10285
known:14_30739	14	5706606	5706678	-	73	2500	2897	3023	2540	19	14348	4049	3618	5113	7178	4565	31	5788	6413	2578	3649	3534	4824	5639	4477	5541	6677	6165	6007
novel:14_30286	14	8867017	8867076	+	60	0	0	0	0	0	2	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
known:14_30380	14	11293419	11293478	+	60	1361	1398	1269	1642	12	2790	1887	1829	2183	2177	2196	6	2600	2607	1113	1683	2040	2453	2646	1821	1974	2355	2592	2559
known:14_30382	14	11293807	11293869	+	63	352	398	423	439	46	448	594	362	505	728	574	19	830	972	312	477	624	739	867	622	533	657	819	825
novel:14_30384	14	11294071	11294128	+	58	94	100	64	134	2	298	141	94	117	106	197	2	200	160	60	117	119	114	166	79	119	145	166	192
novel:14_30459	14	13309304	13309365	+	62	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0
novel:14_30528	14	17987287	17987355	+	69	0	2	1	4	3	4	4	1	8	5	6	8	3	5	0	5	2	3	5	2	3	4	2	4
known:15_31084	15	3841261	3841323	+	63	0	1	1	1	0	0	1	1	2	1	0	0	1	4	0	1	1	2	3	3	0	0	2	2
known:15_31095	15	3965478	3965537	+	60	55	62	37	97	0	238	142	72	69	59	115	1	164	98	51	68	94	94	207	126	115	156	166	174
known:15_31729	15	7016378	7016442	-	65	16	11	3	16	0	14	28	28	37	18	34	0	28	27	13	13	29	31	57	26	33	19	31	25
known:15_31730	15	7016424	7016467	-	44	16	11	3	16	0	14	28	28	37	18	34	0	28	27	13	13	29	31	57	26	33	19	31	25
known:15_31741	15	7456561	7456611	-	51	194	194	226	232	4	253	210	244	335	302	234	0	201	230	141	209	238	339	238	193	249	318	221	175
known:15_31742	15	7456590	7456647	-	58	198	194	226	233	4	253	210	244	335	303	235	0	201	230	141	209	238	343	238	193	248	318	222	176
known:15_31747	15	7714129	7714187	-	59	550	565	327	564	7	714	1026	991	1029	1016	1196	8	1499	1410	676	1133	1087	1256	2462	1672	2215	2692	1863	1871
known:15_31750	15	7714723	7714777	-	55	1169	1149	703	1450	16	1872	2585	1939	2727	1646	2989	19	3609	3078	1768	2712	2578	2618	6079	3956	4769	6557	4755	4914
novel:15_31806	15	9406335	9406392	-	58	5	11	14	11	0	6	10	5	9	4	8	0	6	1	5	12	7	14	13	10	7	4	1	3
novel:15_31179	15	9620547	9620600	+	54	7	7	4	7	0	9	7	15	21	8	8	0	13	4	3	6	8	16	10	6	20	16	14	5
novel:15_31372	15	12782401	12782464	+	64	0	0	0	0	0	0	2	16	6	2	5	0	1	0	0	0	4	1	0	1	9	13	3	2
novel:16_32086	16	1413896	1413951	+	56	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	5	0	1	0	0	3	2	0	2
novel:16_32168	16	4896163	4896202	+	40	6	6	31	20	12	43	27	6	6	6	13	3	6	11	7	13	9	17	17	7	1	1	6	3
novel:16_32732	16	6765902	6765970	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
known:16_32789	16	8606239	8606298	-	60	48	57	27	68	0	56	55	66	127	79	97	1	130	98	39	61	74	81	90	46	87	87	83	88
novel:16_32384	16	9527452	9527538	+	87	0	0	0	0	0	3	0	7	7	1	6	0	6	4	1	3	0	0	2	1	1	5	3	6
novel:16_32895	16	11404749	11404806	-	58	4	5	4	6	0	3	7	1	1	5	1	0	10	7	6	8	8	7	7	4	1	7	3	5
novel:16_32899	16	11480232	11480300	-	69	0	0	0	3	0	0	3	28	8	4	2	0	0	2	0	0	0	0	0	0	6	6	2	2
novel:16_32447	16	12394904	12394963	+	60	2	1	0	3	0	11	1	1	5	3	5	0	3	1	4	2	1	4	1	3	2	5	6	0
known:16_32477	16	12658135	12658190	+	56	6	12	9	12	0	8	12	17	33	12	35	0	16	31	9	5	15	15	20	15	22	19	17	24
known:17_33430	17	441859	441919	-	61	2927	3301	2755	3588	8	10650	4082	4120	5438	4793	5056	11	5330	5269	3280	4743	4703	5602	6313	4352	5063	6474	4926	4747
known:17_33432	17	442986	443048	-	63	753	821	773	938	9	1721	1259	915	1197	1292	1324	4	1716	1656	884	1243	1322	1565	1951	1456	1326	1789	1623	1711
known:17_33436	17	449492	449552	-	61	259	250	188	343	0	1313	418	140	248	308	437	1	1354	911	173	237	271	530	598	345	453	492	857	646
known:17_33438	17	450813	450869	-	57	548	516	254	740	2	1651	953	693	1108	558	1339	5	1506	965	569	791	832	622	1448	791	930	1199	1314	1282
known:17_33024	17	801023	801085	+	63	21	29	14	44	0	35	29	14	57	28	47	0	39	36	37	33	41	38	55	47	31	46	55	45
known:17_33036	17	1333481	1333540	+	60	28	22	26	32	1	76	73	32	48	45	33	2	56	46	16	15	53	57	96	61	30	36	35	58
known:17_33061	17	2285669	2285730	+	62	3	4	9	7	0	43	10	3	4	1	3	0	0	3	3	2	3	7	12	3	0	4	0	2
novel:17_33099	17	4762351	4762406	+	56	1	3	1	2	0	2	0	3	7	5	2	1	2	2	1	0	1	2	0	2	3	1	2	2
novel:17_33816	17	11315295	11315357	-	63	2	2	0	1	0	0	3	3	4	11	2	0	4	5	2	0	1	1	2	4	4	4	1	4
novel:18_33874	18	218061	218147	+	87	0	0	2	2	1	10	3	48	26	31	27	4	48	45	4	7	8	10	14	9	45	61	47	31
known:19_33977	19	4590777	4590836	+	60	290	302	148	215	4	700	349	306	368	301	292	15	227	231	452	632	397	512	829	636	578	661	362	412
known:19_34480	19	4836117	4836172	-	56	23	20	29	41	0	107	61	27	32	44	72	0	59	65	21	39	55	40	68	39	50	51	62	38
known:19_33998	19	4921900	4921959	+	60	284	309	220	426	0	573	711	317	432	289	425	0	466	425	254	360	453	432	831	520	379	441	413	388
novel:19_34501	19	5599382	5599438	-	57	0	3	1	0	0	0	0	1	13	3	5	1	0	1	1	4	4	2	0	0	1	3	0	1
novel:19_34130	19	7275336	7275393	+	58	2	2	3	4	0	3	2	1	18	7	10	0	10	9	0	1	5	12	8	7	3	4	6	4
known:19_34603	19	7573672	7573730	-	59	3	6	6	19	0	7	7	2	11	16	13	0	11	9	8	6	9	15	24	6	11	9	6	9
known:19_34242	19	9329350	9329410	+	61	58	68	52	127	1	147	165	36	34	28	40	3	54	49	43	67	108	113	189	115	45	55	43	38
known:19_34244	19	9330963	9331019	+	57	76	87	64	94	12	126	130	29	25	20	29	4	54	48	63	76	113	109	211	129	41	58	38	37
novel:20_34734	20	1075575	1075621	+	47	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:20_35137	20	4377685	4377770	-	86	1	0	1	3	0	9	6	1	0	2	2	0	4	0	0	1	5	1	3	2	0	1	3	0
known:20_35138	20	4377749	4377808	-	60	1	0	1	3	0	9	6	1	0	2	1	0	4	0	0	2	5	2	4	2	0	1	2	1
known:20_35276	20	8425825	8425881	-	57	24	23	18	27	1	10	28	53	91	92	82	3	83	61	21	31	48	53	75	46	52	94	60	64
known:21_35760	21	462266	462328	-	63	200	237	166	345	6	102	372	479	495	414	491	2	698	527	266	419	441	438	615	426	597	783	621	581
novel:21_35375	21	810712	810759	+	48	348	327	277	384	3	489	371	667	1038	985	926	7	594	592	308	446	475	594	725	589	853	947	1039	1038
novel:21_35828	21	1396286	1396371	-	86	2	0	0	0	0	1	6	2	0	0	2	0	2	3	0	1	1	2	1	2	1	1	3	6
novel:21_35916	21	5401836	5401919	-	84	0	0	1	5	0	1	0	24	7	9	6	0	1	3	0	3	2	0	0	0	10	9	2	4
known:21_35618	21	8163221	8163281	+	61	9365	11929	17928	13884	85	14738	15739	24535	43005	44676	30150	86	30746	33263	15018	20395	17191	28455	31840	22372	24989	37085	28551	28853
known:21_35971	21	8326755	8326814	-	60	8	10	0	7	0	4	8	7	4	7	9	0	12	3	7	6	8	4	4	3	17	11	6	8
known:21_35974	21	8327051	8327108	-	58	365	326	183	529	1	1636	817	414	432	279	638	1	906	516	345	496	545	411	1101	587	633	777	758	744
known:22_36185	22	5797724	5797784	+	61	5	11	10	6	0	3	10	29	26	11	9	1	4	6	13	18	10	12	8	8	16	14	5	8
known:22_36202	22	7155940	7156016	+	77	8	10	18	19	3	24	36	3	4	0	0	0	9	5	4	8	11	14	42	28	3	3	3	2
known:22_36203	22	7181480	7181540	+	61	99	100	1336	930	8	3061	1706	15	30	48	40	0	104	140	77	66	315	503	2774	1960	31	51	74	90
novel:22_36689	22	11661914	11661972	-	59	6	9	15	11	2	49	24	0	0	0	2	0	7	8	3	5	9	21	25	15	1	0	11	5
novel:23_37154	23	1514531	1514594	-	64	2	3	11	5	1	7	4	4	6	6	6	6	6	8	5	14	14	21	32	47	21	26	36	36
known:23_37161	23	2041342	2041406	-	65	283	225	100	444	1	222	724	164	248	151	381	2	561	293	420	568	753	622	1505	791	521	632	569	517
novel:23_37179	23	2266578	2266630	-	53	0	0	0	0	0	0	0	6	1	0	2	0	0	1	0	0	0	0	0	0	4	9	1	0
known:23_37192	23	2722141	2722197	-	57	6	5	5	4	0	3	2	15	37	29	26	0	10	10	7	9	7	18	12	7	31	32	8	7
novel:23_37081	23	6341140	6341205	+	66	3	0	0	0	0	7	2	0	0	0	0	0	3	5	0	0	0	1	0	0	0	0	1	0
known:24_37545	24	2631793	2631852	-	60	1	1	2	5	0	2	9	24	17	4	3	0	2	2	1	0	2	4	15	19	2	5	2	1
novel:24_37459	24	3946048	3946129	+	82	0	0	0	0	0	0	0	3	1	3	0	0	1	0	0	0	0	0	0	0	4	1	0	0
known:25_37671	25	2689509	2689572	+	64	12	9	199	137	0	122	95	1	7	29	20	0	26	38	5	14	71	68	166	120	25	34	34	40
novel:25_38018	25	4755200	4755263	-	64	2	6	1	1	0	3	5	10	12	9	14	1	6	2	6	2	9	8	6	2	13	13	5	7
known:26_38160	26	3399540	3399596	+	57	326	312	200	302	1	181	351	998	1064	889	1150	0	1124	992	426	570	493	714	546	439	1365	1771	1335	1303
known:26_38162	26	3407622	3407688	+	67	878	980	1003	744	4	4753	1313	1351	1903	2456	1529	5	1939	2129	831	1201	1266	1636	1855	1412	1970	2525	2086	2067
known:26_38176	26	3422898	3422958	+	61	2159	2422	1711	2339	5	1469	3241	3593	7203	6048	5854	10	5622	6449	2364	3547	3618	4589	5639	4066	7219	8743	7696	7422
novel:28_38799	28	375381	375438	-	58	1	0	1	1	0	0	0	4	5	1	0	0	1	0	4	4	2	1	0	0	0	4	0	1
novel:28_38633	28	723902	723956	+	55	3	2	1	1	0	1	0	3	3	0	0	0	0	0	1	4	1	3	1	3	1	2	0	1
novel:28_38662	28	1415741	1415801	+	61	5	6	5	3	0	7	18	6	8	11	11	0	33	32	4	8	10	12	17	17	15	15	21	31
known:28_38834	28	2172121	2172178	-	58	274	310	151	394	0	89	309	415	546	588	927	2	917	490	426	556	483	945	532	345	996	1232	927	802
known:28_38836	28	2173018	2173078	-	61	93	86	78	100	0	132	83	279	425	402	517	2	382	354	146	224	213	265	230	146	440	671	536	529
known:28_38877	28	2792071	2792131	-	61	1	3	4	2	0	1	1	3	2	5	7	0	11	18	0	4	8	10	16	10	5	10	16	17
novel:28_38882	28	3127358	3127431	-	74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
known:28_38887	28	3315764	3315842	-	79	2580	2834	3206	2685	23	15420	4326	3849	5337	7208	4516	30	6002	6714	2707	3646	3748	5043	5921	4693	5725	7086	6344	6265
known:28_38889	28	3315969	3316040	-	72	1054	1220	1355	1126	10	4892	1649	1370	2294	2728	1586	10	1941	2194	1010	1440	1484	1987	2409	1879	1799	2252	1816	1851
novel:28_38749	28	4139133	4139202	+	70	1	0	1	0	1	3	1	11	14	3	0	0	3	4	0	3	0	1	5	4	1	4	0	4
novel:29_39117	29	410746	410825	-	80	0	0	0	3	0	0	0	19	13	4	5	2	1	0	0	0	0	0	1	2	4	8	5	0
novel:29_38982	29	2236063	2236121	+	59	2	7	1	5	0	2	2	19	32	18	13	0	0	2	0	4	3	6	3	3	10	17	6	3
known:29_39019	29	2809528	2809578	+	51	47	60	50	67	0	65	53	60	95	90	59	0	59	50	58	72	61	74	69	59	76	68	43	50
known:29_39020	29	2809557	2809616	+	60	47	60	50	67	0	65	53	60	95	90	59	0	59	50	58	72	61	74	69	59	76	68	43	50
novel:30_39627	30	1279605	1279688	-	84	1	0	0	3	0	4	1	8	0	3	1	0	2	2	3	1	0	1	2	0	2	1	1	2
known:30_39328	30	1372842	1372935	+	94	0	0	0	2	0	2	5	1	5	0	0	0	0	1	2	0	0	0	3	0	0	3	2	1
novel:30_39714	30	3396118	3396176	-	59	1	1	2	3	0	1	0	79	15	5	4	2	1	6	0	0	0	2	2	3	26	40	4	5
known:30_39793	30	4535638	4535697	-	60	23	21	18	26	0	22	17	65	113	92	95	0	72	67	17	24	24	22	41	18	47	55	51	51
novel:30_39533	30	4535640	4535696	+	57	1	3	1	2	0	0	2	1	5	3	4	0	4	8	1	3	2	3	16	8	1	2	8	5
novel:ADDD02065548.1_45943	ADDD02065548.1	225	298	+	74	1	1	1	0	0	0	1	11	9	10	1	0	8	3	0	2	0	0	3	0	9	5	5	9
novel:ADDD02066171.1_43681	ADDD02066171.1	1606	1671	-	66	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:ADDD02107929.1_45928	ADDD02107929.1	140	178	-	39	8	6	10	11	2	19	16	18	18	18	21	1	25	31	8	16	10	18	19	14	17	12	10	17
novel:ADDD02145688.1_45896	ADDD02145688.1	12	52	-	41	8	2	14	7	8	10	8	0	3	3	3	21	12	9	3	4	5	8	13	2	3	2	8	2
novel:ADDD02159738.1_43299	ADDD02159738.1	2819	2889	+	71	0	0	2	2	0	0	3	68	14	4	9	2	5	5	0	0	1	1	0	0	25	23	5	1
novel:ADDD02192598.1_43598	ADDD02192598.1	1470	1525	+	56	24	27	19	39	1	54	84	5	6	7	1	0	28	26	18	8	29	36	139	85	4	7	7	7
novel:ADDD02200358.1_45978	ADDD02200358.1	272	336	-	65	0	0	1	0	1	2	0	1	0	0	1	0	1	2	1	0	2	0	0	0	0	0	0	0
novel:ADDD02235286.1_43596	ADDD02235286.1	250	290	+	41	2	1	1	3	0	3	2	24	5	6	8	6	4	1	0	2	1	0	4	0	8	3	1	4
novel:ADDD02247079.1_45529	ADDD02247079.1	106	173	+	68	0	0	3	0	0	2	0	19	1	0	0	0	0	0	0	0	1	3	0	0	5	2	1	1
known:ADDD02262809.1_45313	ADDD02262809.1	79	136	-	58	114	130	142	110	2	146	116	122	215	209	127	0	94	99	115	157	129	188	150	152	148	168	105	86
novel:ADDD02295632.1_44390	ADDD02295632.1	477	562	+	86	3	1	2	1	0	6	5	52	26	23	28	3	57	39	3	5	10	10	15	8	37	59	39	28
novel:KN386359.1_43448	KN386359.1	1417	1482	-	66	250	226	383	748	1805	1188	764	621	1233	545	769	3251	987	942	106	195	432	657	1001	555	792	880	1546	1709
novel:KN386979.1_42592	KN386979.1	27032	27096	-	65	2	2	0	0	3	7	10	5	8	5	5	4	8	6	4	0	1	0	13	3	7	6	9	2
known:KN387131.1_43410	KN387131.1	3928	3993	+	66	133	121	97	192	0	108	266	116	224	140	207	2	271	227	126	191	275	267	371	278	245	265	296	318
novel:KN387179.1_43215	KN387179.1	69	158	+	90	0	0	1	1	0	2	0	0	4	1	1	0	0	3	0	0	0	0	9	2	1	1	4	4
novel:KN387754.1_42745	KN387754.1	16762	16825	-	64	1	2	4	4	0	5	4	11	11	4	8	0	15	9	2	1	4	6	5	6	6	19	16	16
novel:KN387764.1_42456	KN387764.1	30930	30970	-	41	2	0	1	8	0	3	0	6	3	1	1	0	0	0	1	2	0	1	2	0	0	0	2	2
novel:KN388950.1_43297	KN388950.1	3368	3431	-	64	0	0	1	2	1	1	2	1	1	1	2	0	3	2	0	0	0	0	4	1	2	7	2	2
known:KN389462.1_42287	KN389462.1	81187	81242	-	56	7	13	16	15	0	46	11	19	40	43	17	0	12	15	6	12	13	13	15	25	23	14	12	10
known:Z_41273	Z	15301865	15301922	-	58	1	2	0	2	0	0	0	7	11	6	3	0	12	10	1	0	4	8	5	1	14	6	9	5
known:Z_40359	Z	25670659	25670713	+	55	18	19	15	29	0	87	26	33	43	37	44	1	62	47	27	18	28	47	41	25	53	50	57	57
known:Z_41603	Z	32170087	32170146	-	60	0	1	1	0	1	1	1	5	3	2	1	0	1	1	0	1	0	0	2	3	1	0	1	3
novel:Z_40497	Z	35282015	35282060	+	46	0	0	0	0	0	0	1	4	4	1	5	3	0	0	0	1	0	0	0	0	5	3	1	2
known:Z_41668	Z	36485585	36485643	-	59	0	0	0	0	0	1	0	1	2	0	0	0	1	0	36	49	27	71	75	48	48	92	75	64
novel:Z_40501	Z	36487658	36487715	+	58	4	1	3	1	0	2	1	1	3	5	0	0	7	8	0	3	2	4	8	7	4	1	10	1
known:Z_40517	Z	37852214	37852271	+	58	10596	12362	15630	14582	90	37028	26752	17112	24682	27843	20184	74	26870	31514	9650	14695	20246	26075	34537	24938	20397	25878	26204	26028
known:Z_40519	Z	37852454	37852516	+	63	421	462	260	663	5	309	908	612	871	597	986	9	1305	965	469	676	755	717	1177	686	964	1215	1046	1005
known:Z_40521	Z	37852978	37853037	+	60	4393	4929	5207	7258	72	22363	12184	7828	9482	8293	9670	71	13620	12501	4281	5988	7815	8929	14838	10342	9546	13098	11957	11314
known:Z_41731	Z	40501611	40501687	-	77	32	22	19	13	2	22	8	34	48	45	38	5	19	29	14	13	20	33	17	15	25	21	20	13
known:Z_41732	Z	40501666	40501722	-	57	48	28	33	23	4	47	23	57	81	69	50	6	41	43	18	18	38	50	23	27	31	31	29	26
novel:Z_41883	Z	49111519	49111581	-	63	0	2	8	4	0	5	0	0	0	0	0	0	0	0	0	1	0	1	3	5	0	0	0	1
novel:Z_41923	Z	51602758	51602823	-	66	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
known:Z_42164	Z	63316265	63316329	-	65	16	23	26	22	0	13	21	29	40	47	43	0	30	28	13	18	18	25	36	10	34	29	23	26
novel:Z_42226	Z	68201707	68201771	-	65	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	2	0	0	0	0	0
